accX_neck,accY_neck,accZ_neck,magX_neck,magY_neck,magZ_neck,gyroX_neck,gyroY_neck,gyroZ_neck,Timestamp,accX_back_mid,accY_back_mid,accZ_back_mid,magX_back_mid,magY_back_mid,magZ_back_mid,gyroX_back_mid,gyroY_back_mid,gyroZ_back_mid,accX_back_low,accY_back_low,accZ_back_low,magX_back_low,magY_back_low,magZ_back_low,gyroX_back_low,gyroY_back_low,gyroZ_back_low,category
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1636297024.094353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.42529296875,-1.8154296875,0.609375,87.56434676434677,-24.88986568986569,-166.43223443223442,-2.78472900390625,1.86920166015625,1.220703125,1636297034.054687,0.171875,-0.404296875,-2.0322265625,80.21733821733821,-170.48058608058608,17.992673992673993,-0.51116943359375,1.373291015625,0.75531005859375,0.22607421875,0.33203125,2.03076171875,181.87594627594626,57.57655677655677,50.37948717948718,-0.14495849609375,-0.11444091796875,0.7476806640625,
0.48828125,-1.83935546875,0.55615234375,90.71306471306471,-29.687912087912085,-177.2278388278388,-2.99072265625,1.82342529296875,0.9765625,1636297039.155426,0.1787109375,-0.4052734375,-2.03076171875,76.16898656898657,-163.13357753357752,14.394139194139193,-0.09918212890625,1.1138916015625,0.6103515625,0.22412109375,0.326171875,2.03564453125,182.02588522588522,57.12673992673992,51.279120879120875,-0.5035400390625,-0.32806396484375,0.67901611328125,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1636297958.55689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1636297969.538126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25146484375,0.2890625,2.048828125,179.47692307692307,59.67570207570208,53.67814407814408,-1.1749267578125,-0.274658203125,0.90789794921875,5
0.40185546875,-1.26904296875,1.4326171875,44.08205128205128,-41.38315018315018,-87.71428571428571,-1.21307373046875,1.3580322265625,2.777099609375,1636297974.517155,0.18798828125,-0.34716796875,1.927734375,-39.883760683760684,-147.0901098901099,-86.81465201465201,0.25177001953125,1.15203857421875,0.8087158203125,0.244140625,0.30029296875,2.06689453125,182.77557997557997,57.87643467643468,52.32869352869353,-0.8697509765625,0.09918212890625,0.8087158203125,5
0.4658203125,-1.26806640625,1.47412109375,44.38192918192918,-42.73260073260073,-87.41440781440781,-1.312255859375,-0.35858154296875,2.28118896484375,1636297979.55715,0.1767578125,-0.35888671875,1.9267578125,-39.883760683760684,-144.54114774114774,-85.76507936507936,-0.335693359375,1.2054443359375,0.51116943359375,0.25048828125,0.2861328125,2.04736328125,180.82637362637362,58.77606837606837,54.12796092796093,-0.28228759765625,-0.1373291015625,0.701904296875,5
0.41943359375,-1.29833984375,1.474609375,46.33113553113553,-42.88253968253968,-87.56434676434677,-0.06866455078125,-0.41961669921875,3.07464599609375,1636297985.558789,0.1884765625,-0.3525390625,1.9228515625,-39.583882783882785,-146.34041514041513,-85.76507936507936,0.14495849609375,1.54876708984375,0.58746337890625,0.24169921875,0.30126953125,2.0498046875,182.17582417582418,58.026373626373626,52.17875457875458,-1.4801025390625,-0.28228759765625,0.89263916015625,5
0.39404296875,-1.26171875,1.4765625,48.13040293040293,-43.33235653235653,-86.96459096459097,-1.16729736328125,1.54876708984375,2.15911865234375,1636297990.535551,0.18115234375,-0.3583984375,1.93603515625,-39.733821733821735,-143.34163614163614,-85.61514041514042,-0.28228759765625,0.96893310546875,0.5035400390625,0.25634765625,0.28857421875,2.0478515625,180.82637362637362,58.77606837606837,53.52820512820512,-0.4119873046875,-0.2899169921875,0.518798828125,5
0.42138671875,-1.2802734375,1.45166015625,45.73137973137973,-41.23321123321123,-87.56434676434677,-0.8087158203125,0.57220458984375,1.88446044921875,1636297995.515615,0.1884765625,-0.341796875,1.93115234375,-38.53431013431013,-146.34041514041513,-84.7155067155067,-0.8392333984375,1.36566162109375,0.67901611328125,0.24462890625,0.28271484375,2.0556640625,182.62564102564102,58.77606837606837,52.47863247863248,-1.3580322265625,-0.29754638671875,0.946044921875,5
