Timestamp,accX_shoulder_r,accY_shoulder_r,accZ_shoulder_r,magX_shoulder_r,magY_shoulder_r,magZ_shoulder_r,gyroX_shoulder_r,gyroY_shoulder_r,gyroZ_shoulder_r,accX_shoulder_l,accY_shoulder_l,accZ_shoulder_l,magX_shoulder_l,magY_shoulder_l,magZ_shoulder_l,gyroX_shoulder_l,gyroY_shoulder_l,gyroZ_shoulder_l,accX_back,accY_back,accZ_back,magX_back,magY_back,magZ_back,gyroX_back,gyroY_back,gyroZ_back,accX_neck,accY_neck,accZ_neck,magX_neck,magY_neck,magZ_neck,gyroX_neck,gyroY_neck,gyroZ_neck,Classification
1635193891,0.854980469,-1.467773438,1.16796875,-3.143310547,-2.082824707,1.708984375,212.1636142,20.84151404,39.43394383,-0.869628906,-1.118652344,1.281738281,0.549316406,1.335144043,0.801086426,24.44004884,-135.9946276,25.48962149,-0.267578125,1.903320313,-0.576660156,-1.289367676,-4.188537598,1.243591309,-133.7455433,87.56434676,-24.73992674,-0.19140625,-1.624023438,1.045410156,-1.266479492,0.961303711,3.112792969,0.2998779,-21.89108669,-3.898412698,0
1635193892,0.866210938,-1.413085938,1.327148438,-0.854492188,0.183105469,0.450134277,212.4634921,18.59242979,39.13406593,-0.877929688,-1.094238281,1.286132813,-0.549316406,1.71661377,1.335144043,25.63956044,-135.9946276,24.73992674,-0.267578125,1.903320313,-0.576660156,-1.289367676,-4.188537598,1.243591309,-133.7455433,87.56434676,-24.73992674,-0.196289063,-1.641601563,1.016601563,-1.945495605,0.671386719,2.52532959,2.848840049,-21.14139194,-4.198290598,0
1635193892,0.866210938,-1.413085938,1.327148438,-0.854492188,0.183105469,0.450134277,212.4634921,18.59242979,39.13406593,-0.877929688,-1.094238281,1.286132813,-0.549316406,1.71661377,1.335144043,25.63956044,-135.9946276,24.73992674,-0.270996094,1.904296875,-0.587402344,-0.717163086,0.457763672,0.999450684,-133.2957265,88.46398046,-23.84029304,-0.196289063,-1.641601563,1.016601563,-1.945495605,0.671386719,2.52532959,2.848840049,-21.14139194,-4.198290598,0
1635193893,0.90234375,-1.376464844,1.327636719,-8.354187012,-2.494812012,2.662658691,213.0632479,20.24175824,40.03369963,-0.868652344,-1.091796875,1.290039063,-0.183105469,1.502990723,1.091003418,25.93943834,-135.9946276,24.73992674,-0.270996094,1.904296875,-0.587402344,-0.717163086,0.457763672,0.999450684,-133.2957265,88.46398046,-23.84029304,-0.187011719,-1.6328125,1.008300781,-3.143310547,0.831604004,2.105712891,1.1995116,-21.29133089,-4.048351648,0
1635193893,0.90234375,-1.376464844,1.327636719,-8.354187012,-2.494812012,2.662658691,213.0632479,20.24175824,40.03369963,-0.868652344,-1.091796875,1.290039063,-0.183105469,1.502990723,1.091003418,25.93943834,-135.9946276,24.73992674,-0.251953125,1.890625,-0.621582031,-0.869750977,2.395629883,0.541687012,-133.4456654,87.56434676,-25.03980464,-0.187011719,-1.6328125,1.008300781,-3.143310547,0.831604004,2.105712891,1.1995116,-21.29133089,-4.048351648,0
1635193894,0.872558594,-1.4921875,1.047363281,2.960205078,0.053405762,-0.72479248,211.7137973,19.34212454,39.73382173,-0.884277344,-1.102539063,1.280273438,-0.419616699,1.640319824,1.174926758,26.68913309,-135.9946276,25.48962149,-0.251953125,1.890625,-0.621582031,-0.869750977,2.395629883,0.541687012,-133.4456654,87.56434676,-25.03980464,-0.185058594,-1.659179688,0.976074219,-1.472473145,0.40435791,1.808166504,1.1995116,-22.04102564,-4.048351648,0
1635193894,0.872558594,-1.4921875,1.047363281,2.960205078,0.053405762,-0.72479248,211.7137973,19.34212454,39.73382173,-0.884277344,-1.102539063,1.280273438,-0.419616699,1.640319824,1.174926758,26.68913309,-135.9946276,25.48962149,-0.270507813,1.900390625,-0.596191406,-1.533508301,3.494262695,0.74005127,-135.0949939,86.66471306,-25.18974359,-0.185058594,-1.659179688,0.976074219,-1.472473145,0.40435791,1.808166504,1.1995116,-22.04102564,-4.048351648,0
1635193895,0.901367188,-1.412109375,1.18359375,-26.72576904,-7.278442383,11.90185547,212.1636142,20.84151404,39.43394383,-0.903808594,-1.061523438,1.285644531,1.533508301,2.532958984,0.511169434,27.13894994,-136.1445665,25.63956044,-0.270507813,1.900390625,-0.596191406,-1.533508301,3.494262695,0.74005127,-135.0949939,86.66471306,-25.18974359,-0.192382813,-1.660644531,0.961914063,-1.426696777,1.403808594,2.250671387,1.949206349,-21.29133089,-3.748473748,0
1635193896,0.905761719,-1.471679688,1.159667969,7.774353027,2.479553223,-10.84136963,212.9133089,19.34212454,40.18363858,-0.892578125,-1.110839844,1.267089844,-0.442504883,1.007080078,1.075744629,27.13894994,-134.645177,26.68913309,-0.277832031,1.901367188,-0.566894531,-2.021789551,4.020690918,0.755310059,-135.3948718,88.76385836,-23.84029304,-0.192871094,-1.623535156,1.020019531,-2.746582031,1.022338867,2.84576416,0.74969475,-21.29133089,-4.348229548,0
1635193896,0.905761719,-1.471679688,1.159667969,7.774353027,2.479553223,-10.84136963,212.9133089,19.34212454,40.18363858,-0.892578125,-1.110839844,1.267089844,-0.442504883,1.007080078,1.075744629,27.13894994,-134.645177,26.68913309,-0.277832031,1.901367188,-0.566894531,-2.021789551,4.020690918,0.755310059,-135.3948718,88.76385836,-23.84029304,-0.206054688,-1.662109375,0.964355469,-2.18963623,0.701904297,2.151489258,0.44981685,-20.69157509,-2.998778999,0
1635193897,0.956054688,-1.4296875,1.166015625,-3.768920898,0.610351563,1.640319824,211.4139194,21.44126984,39.73382173,-0.904296875,-1.106933594,1.252441406,-0.183105469,1.205444336,1.159667969,27.28888889,-135.5448107,23.84029304,-0.262207031,1.917480469,-0.554199219,0.045776367,-2.685546875,0.793457031,-134.795116,88.61391941,-26.08937729,-0.206054688,-1.662109375,0.964355469,-2.18963623,0.701904297,2.151489258,0.44981685,-20.69157509,-2.998778999,0
1635193897,0.956054688,-1.4296875,1.166015625,-3.768920898,0.610351563,1.640319824,211.4139194,21.44126984,39.73382173,-0.904296875,-1.106933594,1.252441406,-0.183105469,1.205444336,1.159667969,27.28888889,-135.5448107,23.84029304,-0.262207031,1.917480469,-0.554199219,0.045776367,-2.685546875,0.793457031,-134.795116,88.61391941,-26.08937729,-0.210449219,-1.663085938,0.952148438,-2.288818359,0.679016113,2.03704834,1.349450549,-21.44126984,-3.148717949,0
1635193898,0.947753906,-1.506835938,0.900878906,15.93017578,3.028869629,-2.708435059,209.9145299,20.84151404,40.18363858,-0.911132813,-1.080566406,1.27734375,-1.876831055,0.984191895,0.450134277,27.88864469,-136.8942613,25.03980464,-0.299316406,1.920410156,-0.531738281,-1.602172852,0.89263916,0.854492188,-133.5956044,88.46398046,-25.93943834,-0.210449219,-1.663085938,0.952148438,-2.288818359,0.679016113,2.03704834,1.349450549,-21.44126984,-3.148717949,0
1635193898,0.947753906,-1.506835938,0.900878906,15.93017578,3.028869629,-2.708435059,209.9145299,20.84151404,40.18363858,-0.911132813,-1.080566406,1.27734375,-1.876831055,0.984191895,0.450134277,27.88864469,-136.8942613,25.03980464,-0.299316406,1.920410156,-0.531738281,-1.602172852,0.89263916,0.854492188,-133.5956044,88.46398046,-25.93943834,-0.194824219,-1.674316406,0.938964844,-2.067565918,0.671386719,2.243041992,2.099145299,-22.19096459,-4.198290598,0
