Timestamp,accX_:3A:A1,accY_:3A:A1,accZ_:3A:A1,magX_:3A:A1,magY_:3A:A1,magZ_:3A:A1,gyroX_:3A:A1,gyroY_:3A:A1,gyroZ_:3A:A1,accX_:DC:03,accY_:DC:03,accZ_:DC:03,magX_:DC:03,magY_:DC:03,magZ_:DC:03,gyroX_:DC:03,gyroY_:DC:03,gyroZ_:DC:03
1635151550.348037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
1635151551.309422,1.50634765625,1.1904296875,0.7861328125,-1.18255615234375,-0.2593994140625,3.5858154296875,24.739926739926737,-124.29938949938948,19.04224664224664,,,,,,,,,
1635151552.329145,1.4873046875,1.154296875,0.771484375,-3.97491455078125,1.190185546875,5.71441650390625,23.09059829059829,-125.798778998779,18.742368742368743,,,,,,,,,
1635151553.347373,1.52099609375,1.267578125,0.87060546875,1.13677978515625,1.02996826171875,4.638671875,24.44004884004884,-124.89914529914527,20.39169719169719,,,,,,,,,
1635151554.314349,1.5068359375,1.16357421875,0.80859375,-2.3040771484375,0.5645751953125,1.2664794921875,24.739926739926737,-123.0998778998779,19.941880341880346,,,,,,,,,
1635151555.328701,1.48583984375,1.16650390625,0.7890625,-5.2337646484375,2.64739990234375,5.92041015625,23.84029304029304,-124.74920634920636,18.44249084249084,,,,,,,,,
1635151556.349424,1.4541015625,1.36474609375,0.6728515625,0.9002685546875,0.946044921875,-0.55694580078125,25.63956043956044,-125.4989010989011,20.24175824175824,,,,,,,,,
1635151557.309516,1.04443359375,1.3037109375,0.57958984375,-14.54925537109375,20.4620361328125,8.30078125,23.99023199023199,-125.64884004884004,19.34212454212454,,,,,,,,,
1635151558.328507,1.1591796875,1.38330078125,0.86279296875,4.8065185546875,-2.4566650390625,-1.86920166015625,24.739926739926737,-124.5992673992674,19.64200244200244,,,,,,,,,
1635151559.349459,1.03515625,1.6806640625,0.7353515625,-9.48333740234375,2.777099609375,4.81414794921875,26.23931623931624,-128.94749694749694,19.04224664224664,,,,,,,,,
1635151550.348037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
1635151551.309422,1.50634765625,1.1904296875,0.7861328125,-1.18255615234375,-0.2593994140625,3.5858154296875,24.739926739926737,-124.29938949938948,19.04224664224664,,,,,,,,,
1635151552.329145,1.4873046875,1.154296875,0.771484375,-3.97491455078125,1.190185546875,5.71441650390625,23.09059829059829,-125.798778998779,18.742368742368743,,,,,,,,,
1635151553.347373,1.52099609375,1.267578125,0.87060546875,1.13677978515625,1.02996826171875,4.638671875,24.44004884004884,-124.89914529914527,20.39169719169719,,,,,,,,,
1635151554.314349,1.5068359375,1.16357421875,0.80859375,-2.3040771484375,0.5645751953125,1.2664794921875,24.739926739926737,-123.0998778998779,19.941880341880346,,,,,,,,,
1635151555.328701,1.48583984375,1.16650390625,0.7890625,-5.2337646484375,2.64739990234375,5.92041015625,23.84029304029304,-124.74920634920636,18.44249084249084,,,,,,,,,
1635151556.349424,1.4541015625,1.36474609375,0.6728515625,0.9002685546875,0.946044921875,-0.55694580078125,25.63956043956044,-125.4989010989011,20.24175824175824,,,,,,,,,
1635151557.309516,1.04443359375,1.3037109375,0.57958984375,-14.54925537109375,20.4620361328125,8.30078125,23.99023199023199,-125.64884004884004,19.34212454212454,,,,,,,,,
1635151558.328507,1.1591796875,1.38330078125,0.86279296875,4.8065185546875,-2.4566650390625,-1.86920166015625,24.739926739926737,-124.5992673992674,19.64200244200244,,,,,,,,,
1635151559.349459,1.03515625,1.6806640625,0.7353515625,-9.48333740234375,2.777099609375,4.81414794921875,26.23931623931624,-128.94749694749694,19.04224664224664,,,,,,,,,
1635151560.306301,0.984375,1.634765625,0.70556640625,14.8468017578125,7.32421875,7.3699951171875,23.690354090354088,-131.3465201465201,19.04224664224664,,,,,,,,,
1635151561.327308,0.982421875,1.681640625,0.693359375,5.39398193359375,0.98419189453125,-2.35748291015625,22.79072039072039,-133.29572649572648,17.093040293040293,,,,,,,,,
1635151562.347487,0.93603515625,1.89990234375,0.66259765625,-7.3394775390625,-17.4713134765625,-3.30352783203125,21.59120879120879,-131.04664224664225,19.34212454212454,,,,,,,,,
1635151563.309359,0.8818359375,1.70654296875,0.7001953125,-0.57220458984375,1.15203857421875,-1.39617919921875,21.59120879120879,-130.59682539682538,19.04224664224664,,,,,,,,,
