q0_back_mid,q1_back_mid,q2_back_mid,q3_back_mid,Timestamp,q0_back_low,q1_back_low,q2_back_low,q3_back_low,q0_neck,q1_neck,q2_neck,q3_neck,category
0.02391175925731659,-0.01958831213414669,-0.6926203370094299,0.7182962894439697,1637028607.169289,-0.17328114807605743,0.3296964466571808,-0.7871379852294922,0.48842713236808777,0.7584683299064636,-0.6471405029296875,0.05283760279417038,-0.00035772108822129667,3
0.02238474413752556,-0.021215010434389114,-0.6964111328125,0.7148493528366089,1637028607.346502,-0.17664211988449097,0.32684624195098877,-0.785566508769989,0.49157267808914185,0.7512911558151245,-0.6552002429962158,0.05597727373242378,0.0012035820400342345,3
0.0243020448833704,-0.019183296710252762,-0.6993802785873413,0.7119231224060059,1637028607.526649,-0.17594894766807556,0.32717910408973694,-0.7859705686569214,0.4907988905906677,0.7580588459968567,-0.6473140120506287,0.0543820783495903,-0.002377832308411598,3
0.024927590042352676,-0.019175807014107704,-0.6952005624771118,0.7157870531082153,1637028607.708464,-0.17431025207042694,0.3282565176486969,-0.7870966196060181,0.4892003536224365,0.7564821839332581,-0.6486263275146484,0.06222785264253616,0.0006965775974094868,3
0.026328150182962418,-0.01490198727697134,-0.6878768801689148,0.7228787541389465,1637028607.829218,-0.17294271290302277,0.3291129171848297,-0.7901191115379333,0.4840180575847626,0.7596991658210754,-0.6447980999946594,0.06108000501990318,-0.0025248497258871794,3
0.02269304171204567,-0.017323561012744904,-0.6948531270027161,0.7163785099983215,1637028608.007335,-0.17084111273288727,0.33023279905319214,-0.7897058129310608,0.48452049493789673,0.7526427507400513,-0.6530241966247559,0.06281217932701111,-0.006191141437739134,3
0.0253915973007679,-0.014953515492379665,-0.6948889493942261,0.7162332534790039,1637028608.132249,-0.16524222493171692,0.33347827196121216,-0.7908442616462708,0.48251551389694214,0.7580960392951965,-0.6467106938362122,0.05984921008348465,-0.010873866267502308,3
0.020638467743992805,-0.018853703513741493,-0.7036942839622498,0.7077605724334717,1637028608.309721,-0.16568909585475922,0.3334260880947113,-0.7930341958999634,0.478908896446228,0.7538535594940186,-0.6510024666786194,0.06677421927452087,-0.009363410994410515,3
0.0197884701192379,-0.01815045438706875,-0.704082727432251,0.7073104381561279,1637028608.491167,-0.1745007038116455,0.3283877372741699,-0.7935786843299866,0.47832390666007996,0.736893892288208,-0.6685763001441956,0.08212379366159439,-0.0014058772940188646,3
0.0178169384598732,-0.020027123391628265,-0.7079801559448242,0.7035708427429199,1637028608.726986,-0.17067840695381165,0.33138948678970337,-0.8013717532157898,0.4645232856273651,0.7287374138832092,-0.6774998307228088,0.08212492614984512,-0.007129717152565718,3
0.01734483614563942,-0.02344428561627865,-0.7170085906982422,0.6940685510635376,1637028608.848982,-0.17098592221736908,0.3312438428401947,-0.8040599226951599,0.4599112570285797,0.7176266312599182,-0.688299298286438,0.088618703186512,-0.006958180572837591,3
