q0_back_mid,q1_back_mid,q2_back_mid,q3_back_mid,Timestamp,q0_back_low,q1_back_low,q2_back_low,q3_back_low,q0_neck,q1_neck,q2_neck,q3_neck,category
-0.7546305060386658,0.6077165603637695,0.19871023297309875,-0.13642823696136475,1637029337.394906,-0.31012076139450073,0.5135909914970398,-0.5061822533607483,0.6168224811553955,-0.15072670578956604,0.07021473348140717,0.6108583211898804,-0.7719771862030029,2
-0.7571882009506226,0.6048330068588257,0.19511978328227997,-0.13933998346328735,1637029337.574135,-0.30945947766304016,0.513938844203949,-0.5093392729759216,0.6142531037330627,-0.14771835505962372,0.07577824592590332,0.6043277382850647,-0.7770889401435852,2
-0.7620329260826111,0.5988585352897644,0.19636015594005585,-0.13696317374706268,1637029337.696685,-0.30412787199020386,0.518359899520874,-0.507504403591156,0.6148881912231445,-0.14662663638591766,0.07995270937681198,0.6187566518783569,-0.7655646204948425,2
-0.7578147649765015,0.604508638381958,0.1962246298789978,-0.13656026124954224,1637029337.935993,-0.3086327016353607,0.5137160420417786,-0.5087987184524536,0.615297794342041,-0.15468023717403412,0.07772816717624664,0.614858090877533,-0.7672058343887329,2
-0.7586926221847534,0.6029564738273621,0.1999746412038803,-0.1322145164012909,1637029338.055046,-0.30803611874580383,0.5149937272071838,-0.5114937424659729,0.6125007271766663,-0.15912370383739471,0.0770607516169548,0.6167526841163635,-0.764840304851532,2
-0.7557090520858765,0.6078190207481384,0.19312646985054016,-0.1379283219575882,1637029338.23537,-0.3033672869205475,0.5155580043792725,-0.5015930533409119,0.6222574710845947,-0.15795791149139404,0.08416260778903961,0.6155609488487244,-0.7653077840805054,2
-0.7576271295547485,0.6048113703727722,0.19605672359466553,-0.13645678758621216,1637029338.354719,-0.30496641993522644,0.5143570899963379,-0.5026038885116577,0.6216651797294617,-0.15838293731212616,0.08614591509103775,0.6151099801063538,-0.7653595805168152,2
-0.7599600553512573,0.602050244808197,0.1934230774641037,-0.138666570186615,1637029338.534985,-0.3088195323944092,0.5112908482551575,-0.5042868256568909,0.6209282279014587,-0.1602374166250229,0.08946385979652405,0.6160101294517517,-0.7638694047927856,2
-0.7568138837814331,0.6059872508049011,0.19605772197246552,-0.1358778327703476,1637029338.714304,-0.30689144134521484,0.5153258442878723,-0.5074247121810913,0.6159732341766357,-0.1620883047580719,0.09214706718921661,0.6190804243087769,-0.7608192563056946,2
-0.7568138837814331,0.6059872508049011,0.19605772197246552,-0.1358778327703476,1637029338.833586,-0.3102860748767853,0.5108908414840698,-0.5031858682632446,0.6214199662208557,-0.16625672578811646,0.08998949825763702,0.6189447045326233,-0.760222852230072,2
-0.7569867372512817,0.6059716939926147,0.19382494688034058,-0.1380113959312439,1637029339.075456,-0.30940935015678406,0.512277364730835,-0.5015376210212708,0.6220479011535645,-0.16690540313720703,0.09969494491815567,0.6127387881278992,-0.7638059258460999,2
-0.7585416436195374,0.6037166118621826,0.1998894363641739,-0.13062910735607147,1637029339.256352,-0.3059546947479248,0.5195131897926331,-0.5104078054428101,0.6106095910072327,-0.17408627271652222,0.09959785640239716,0.6145263314247131,-0.7607718706130981,2
-0.7608365416526794,0.603401243686676,0.1869349479675293,-0.13766615092754364,1637029339.375302,-0.3048262596130371,0.5200535655021667,-0.5095467567443848,0.6114400625228882,-0.1732461154460907,0.10504224896430969,0.6066382527351379,-0.7665423154830933,2
-0.7501596808433533,0.6122837662696838,0.20625191926956177,-0.12927177548408508,1637029339.674787,-0.3029094338417053,0.5198526382446289,-0.5108371376991272,0.6113020777702332,-0.1840425580739975,0.09578205645084381,0.6168766021728516,-0.7570006251335144,2
-0.7462025284767151,0.6179190874099731,0.1964178830385208,-0.1393631398677826,1637029339.797303,-0.29662850499153137,0.5270588994026184,-0.506891131401062,0.6114879846572876,-0.1733725368976593,0.11015182733535767,0.6271170973777771,-0.7492077946662903,2
-0.7393949031829834,0.632073163986206,0.18262901902198792,-0.13055820763111115,1637029340.036443,-0.29386523365974426,0.5336036682128906,-0.5247077345848083,0.5917959213256836,-0.16351094841957092,0.14563271403312683,0.6108479499816895,-0.7586578726768494,2
-0.7347248196601868,0.6333965063095093,0.2163534164428711,-0.09504826366901398,1637029340.275845,-0.28633466362953186,0.5323713421821594,-0.526115894317627,0.5955111980438232,-0.188749760389328,0.11092083156108856,0.6219420433044434,-0.7495966553688049,2
-0.7241280674934387,0.6342505812644958,0.25857090950012207,-0.05610962584614754,1637029340.456965,-0.2842824161052704,0.5319933891296387,-0.528170645236969,0.5948464274406433,-0.22621645033359528,0.063168466091156,0.6510563492774963,-0.71944260597229,2
-0.7199584245681763,0.631132960319519,0.281096488237381,-0.03332822769880295,1637029340.63402,-0.26736122369766235,0.5443130731582642,-0.5220167636871338,0.5969743132591248,-0.2530539035797119,0.035496436059474945,0.6587656736373901,-0.7052298188209534,2
-0.7268838882446289,0.6103605628013611,0.3091602921485901,-0.012360709719359875,1637029340.815192,-0.2561846673488617,0.5504159331321716,-0.5141009092330933,0.603262186050415,-0.2764917016029358,0.0017556018428876996,0.6660587191581726,-0.690326988697052,2
-0.7127689123153687,0.5973747968673706,0.362580806016922,0.019585175439715385,1637029340.998146,-0.2516605854034424,0.5560219883918762,-0.5030682682991028,0.6093390583992004,-0.30032259225845337,-0.03649117797613144,0.678351879119873,-0.6670448184013367,2
-0.7129772305488586,0.5951502323150635,0.36572352051734924,0.01853393204510212,1637029341.234946,-0.2514307498931885,0.556938648223877,-0.49562549591064453,0.6144932508468628,-0.321422278881073,-0.07319235801696777,0.6911516785621643,-0.6406936645507812,2
-0.6944397687911987,0.5944727063179016,0.40096890926361084,0.021937284618616104,1637029341.475575,-0.2504265308380127,0.5568211674690247,-0.4886825978755951,0.6207159161567688,-0.3295082151889801,-0.09262010455131531,0.6986386179924011,-0.6256145238876343,2
