Timestamp,accX_neck,accY_neck,accZ_neck,magX_neck,magY_neck,magZ_neck,gyroX_neck,gyroY_neck,gyroZ_neck,accX_back,accY_back,accZ_back,magX_back,magY_back,magZ_back,gyroX_back,gyroY_back,gyroZ_back,accX_shoulder_l,accY_shoulder_l,accZ_shoulder_l,magX_shoulder_l,magY_shoulder_l,magZ_shoulder_l,gyroX_shoulder_l,gyroY_shoulder_l,gyroZ_shoulder_l,accX_shoulder_r,accY_shoulder_r,accZ_shoulder_r,magX_shoulder_r,magY_shoulder_r,magZ_shoulder_r,gyroX_shoulder_r,gyroY_shoulder_r,gyroZ_shoulder_r,Classification
1635237963.841736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1635237963.841736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1635237964.801697,-0.25830078125,-1.501953125,1.21875,-0.93841552734375,0.61798095703125,2.60162353515625,21.29133089133089,-23.24053724053724,-15.893528693528692,-1.8896484375,0.06396484375,0.58447265625,-1.9073486328125,2.29644775390625,1.3275146484375,-98.2100122100122,61.32503052503052,35.985347985347985,1.30419921875,-1.33740234375,0.7255859375,-1.068115234375,1.39617919921875,0.6561279296875,-29.987789987789988,-117.25225885225883,-26.389255189255188,-1.02490234375,-1.3232421875,1.1435546875,1.07574462890625,-1.495361328125,1.88446044921875,218.61098901098904,7.796825396825397,79.01782661782661,0
1635237964.801697,-0.25830078125,-1.501953125,1.21875,-0.93841552734375,0.61798095703125,2.60162353515625,21.29133089133089,-23.24053724053724,-15.893528693528692,-1.8896484375,0.06396484375,0.58447265625,-1.9073486328125,2.29644775390625,1.3275146484375,-98.2100122100122,61.32503052503052,35.985347985347985,1.30419921875,-1.33740234375,0.7255859375,-1.068115234375,1.39617919921875,0.6561279296875,-29.987789987789988,-117.25225885225883,-26.389255189255188,-1.02490234375,-1.3232421875,1.1435546875,1.07574462890625,-1.495361328125,1.88446044921875,218.61098901098904,7.796825396825397,79.01782661782661,0
1635237965.821373,-0.2470703125,-1.513671875,1.1953125,-1.89971923828125,1.129150390625,2.8533935546875,21.29133089133089,-19.7919413919414,-16.943101343101343,-1.890625,0.06201171875,0.60693359375,-0.244140625,0.67138671875,0.67901611328125,-97.46031746031746,62.07472527472528,36.28522588522589,1.3125,-1.3427734375,0.716796875,-0.0762939453125,1.21307373046875,0.79345703125,-29.088156288156288,-116.802442002442,-24.44004884004884,-0.98583984375,-1.2685546875,1.19482421875,-2.78472900390625,0.20599365234375,1.495361328125,218.0112332112332,7.347008547008547,77.36849816849816,0
1635237965.821373,-0.2470703125,-1.513671875,1.1953125,-1.89971923828125,1.129150390625,2.8533935546875,21.29133089133089,-19.7919413919414,-16.943101343101343,-1.890625,0.06201171875,0.60693359375,-0.244140625,0.67138671875,0.67901611328125,-97.46031746031746,62.07472527472528,36.28522588522589,1.3125,-1.3427734375,0.716796875,-0.0762939453125,1.21307373046875,0.79345703125,-29.088156288156288,-116.802442002442,-24.44004884004884,-0.98583984375,-1.2685546875,1.19482421875,-2.78472900390625,0.20599365234375,1.495361328125,218.0112332112332,7.347008547008547,77.36849816849816,0
1635237966.841203,-0.2548828125,-1.50439453125,1.20458984375,-0.579833984375,0.22125244140625,2.05230712890625,21.89108669108669,-22.34090354090354,-16.793162393162394,-1.8857421875,0.06640625,0.61328125,-0.640869140625,1.4495849609375,0.213623046875,-98.2100122100122,59.67570207570208,34.485958485958484,1.33837890625,-1.3818359375,0.61083984375,-1.31988525390625,-0.38909912109375,1.1138916015625,-29.987789987789988,-116.2026862026862,-23.99023199023199,-1.01220703125,-1.3115234375,1.1318359375,-2.47955322265625,1.3427734375,1.6632080078125,217.56141636141635,7.047130647130647,76.91868131868132,0
1635237966.841203,-0.2548828125,-1.50439453125,1.20458984375,-0.579833984375,0.22125244140625,2.05230712890625,21.89108669108669,-22.34090354090354,-16.793162393162394,-1.8857421875,0.06640625,0.61328125,-0.640869140625,1.4495849609375,0.213623046875,-98.2100122100122,59.67570207570208,34.485958485958484,1.33837890625,-1.3818359375,0.61083984375,-1.31988525390625,-0.38909912109375,1.1138916015625,-29.987789987789988,-116.2026862026862,-23.99023199023199,-1.01220703125,-1.3115234375,1.1318359375,-2.47955322265625,1.3427734375,1.6632080078125,217.56141636141635,7.047130647130647,76.91868131868132,0
1635237967.801694,-0.2421875,-1.51953125,1.19775390625,-1.0528564453125,0.46539306640625,2.12860107421875,23.39047619047619,-22.79072039072039,-15.743589743589745,-1.904296875,0.06298828125,0.58203125,-1.93023681640625,2.37274169921875,1.45721435546875,-98.06007326007324,61.924786324786325,34.635897435897434,1.3056640625,-1.39111328125,0.62109375,0.9307861328125,3.51715087890625,0.29754638671875,-30.137728937728937,-116.05274725274724,-24.14017094017094,-1.0361328125,-1.3037109375,1.11962890625,-1.36566162109375,0.34332275390625,1.2359619140625,218.0112332112332,7.347008547008547,77.36849816849816,0
1635237975.514089,-0.2724609375,-1.50390625,1.1904296875,-1.0223388671875,0.08392333984375,2.38037109375,22.94065934065934,-20.69157509157509,-17.692796092796094,-1.93115234375,0.05517578125,0.47314453125,-2.76947021484375,2.43377685546875,1.35040283203125,-97.76019536019535,62.52454212454212,37.934554334554335,1.3359375,-1.37060546875,0.62158203125,0.12969970703125,1.68609619140625,0.8087158203125,-30.587545787545785,-115.0031746031746,-23.690354090354088,-1.02197265625,-1.29833984375,1.15771484375,-0.14495849609375,-1.09100341796875,0.48828125,219.3606837606837,7.047130647130647,76.16898656898657,0
